CAS,chemical_name,n_species_observed,n_species_predicted,hc5_traditional,hc5_trad_mu,hc5_trad_sigma,hc5_mc_median,hc5_mc_lower_95,hc5_mc_upper_95,hc5_mc_ci_width
126-73-8,Tributyl phosphate,6,1267,0.08143923930292296,0.60836455337039,0.32034784459457105,-1.3567865775294554,-1.491016963386513,-1.220217094088384,0.2707998692981288
1836-75-5,Nitrofen,12,1267,-1.0828257836230741,-0.2291412493213962,0.5190033449261219,-2.0268505746956276,-2.1526594951244293,-1.8973423454771297,0.2553171496472997
55-06-1,"3,3',5-Triiodo-l-thyronine sodium salt",1,1267,,,,-4.287067382683913,-4.5668999142760525,-4.023857063963099,0.5430428503129532
175013-18-0,Pyraclostrobin,1,1267,,,,-3.280677400383332,-3.4260418674286126,-3.140732564806402,0.28530930262221066
89-59-8,"Benzene, 4-chloro-1-methyl-2-nitro-",3,1267,,,,-1.4258634347105166,-1.568690843399698,-1.284797808448451,0.28389303495124696
112-52-7,1-Chlorododecane,1,1267,,,,-4.142628123910436,-4.418094036772157,-3.8739288744560674,0.5441651623160895
13408-56-5,Ponasterone A,1,1267,,,,-3.594264856603436,-3.824136352581274,-3.3806454825730574,0.44349087000821674
121-19-7,4-Hydroxy-3-nitrophenylarsonic acid,1,1267,,,,-2.353281743655873,-2.5805672376030775,-2.130890844283902,0.44967639331917564
3055-95-6,Pentaethylene glycol monododecyl ether,1,1267,,,,-3.645110031570818,-3.8784847713613058,-3.42362338713092,0.4548613842303859
603-83-8,2-Methyl-3-nitroaniline,1,1267,,,,-1.2670722466608995,-1.4325991327880772,-1.112392694176737,0.3202064386113401
78-92-2,2-Butanol,3,1267,,,,0.40043214017473183,0.23793056698236428,0.5719799579047349,0.3340493909223706
131-09-9,2-Chloroanthraquinone,1,1267,,,,-2.6595573730943016,-2.88134214823936,-2.467475630468415,0.41386651777094485
619-80-7,4-Nitrobenzamide,1,1267,,,,-1.5947195511994527,-1.785314534582703,-1.3989015392086237,0.38641299537407936
260-94-6,Acridine,2,1267,,,,-1.600848739994841,-1.728411879037446,-1.4775744447420784,0.25083743429536765
124-04-9,Hexanedioic acid,1,1267,,,,-0.7137620572266827,-0.8681233604816814,-0.5577616073045993,0.31036175317708203
69500-29-4,Bis(o-isopropylphenyl) phenyl phosphate,1,1267,,,,-4.081989598941547,-4.33276133354256,-3.8453251435032607,0.4874361900392996
94-75-7,"2,4-Dichlorophenoxyacetic acid",32,1267,-1.0080781881159007,1.030536313074215,1.2393896136329337,-0.9482357898827758,-1.0868730182059547,-0.7967175131878437,0.29015550501811105
542-75-6,"1,3-Dichloropropene",6,1267,-0.13192391686872385,0.29789739414070715,0.26131280252945677,-1.3070579820043249,-1.4393650060243348,-1.1873785803855135,0.25198642563882134
15118-60-2,4-(P-aminophenyl)butyric acid,1,1267,,,,-2.9401537775961106,-3.212885322652842,-2.672476759556432,0.5404085630964102
26644-46-2,Triforine,2,1267,,,,-1.675230872316234,-1.8500634000067526,-1.5122954637061201,0.3377679363006325
13360-45-7,Chlorbromuron,7,1267,-0.9405681358617797,0.5938091736268978,0.9328351680340401,-1.894254356154597,-2.035747771505771,-1.7545584898848612,0.28118928162090984
81777-89-1,Clomazone,1,1267,,,,-1.5543058713575697,-1.7021629649214367,-1.4097766546490433,0.29238631027239337
75-65-0,tert-Butyl alcohol,2,1267,,,,-0.4323189851375915,-0.6271973905946024,-0.22558010079022095,0.4016172898043815
61-82-5,Amitrole,10,1267,1.1394717819966624,2.236478594272292,0.6669327861767201,-0.2379162316813234,-0.3745745529590688,-0.08693406559568688,0.2876404873633819
75-60-5,Dimethylarsinic acid,2,1267,,,,-1.2795545513010151,-1.4425707541284047,-1.1196855519581264,0.3228852021702784
98886-44-3,Fosthiazate,1,1267,,,,-1.9716749180020559,-2.154304144071108,-1.7979337810688982,0.3563703630022099
57-68-1,Sulfamethazine,2,1267,,,,-0.7662228693540174,-0.92333264440863,-0.6238177782545756,0.2995148661540544
14816-18-3,Phoxim,1,1267,,,,-2.9026098171891337,-3.0515669950167985,-2.7602579483336247,0.2913090466831738
124-58-3,Methylarsonic acid,1,1267,,,,-2.0352456613098,-2.250297803325952,-1.828322436309344,0.4219753670166082
108-44-1,3-Methylaniline,1,1267,,,,-2.8349868539591343,-3.0842021497528864,-2.5856947603942926,0.49850738935859384
99-97-8,"N,N,4-Trimethylaniline",1,1267,,,,-1.312826171062489,-1.4782283115072412,-1.1533473595832278,0.32488095192401345
78-93-3,Methyl ethyl ketone,4,1267,,,,0.5928854774998641,0.4301910449195265,0.7600241571293128,0.32983311220978634
111-44-4,Bis(2-chloroethyl) ether,2,1267,,,,-0.8236084402773716,-0.994899417722312,-0.6492138630901163,0.34568555463219575
86-73-7,Fluorene,3,1267,,,,-1.8321206291670205,-1.9720755688480878,-1.6995658924105672,0.27250967643752055
70225-14-8,"1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, compd. with 2,2'-iminobis[ethanol] (1:1)",1,1267,,,,-2.5999518862544164,-2.827912688246297,-2.3764018777364773,0.45151081050981956
400852-66-6,Mesosulfuron,1,1267,,,,-3.0085453256043584,-3.2115733934325204,-2.824837866644195,0.38673552678832523
2008-41-5,Butylate,3,1267,,,,-1.4499372071631642,-1.6006480181126594,-1.3141612705532901,0.2864867475593693
1982-47-4,Chloroxuron,4,1267,,,,-2.071925920717935,-2.236744855398054,-1.9060395371714323,0.33070531822662175
80-11-5,"Benzenesulfonamide, N,4-dimethyl-N-nitroso-",1,1267,,,,-2.28510320748204,-2.490714619482459,-2.0915995470718425,0.3991150724106167
13410-01-0,Sodium selenate,14,1267,-0.7110865631045562,0.7013964917916875,0.8587287231837775,-1.3304265687165069,-1.4930996820610687,-1.173393864454051,0.3197058176070178
7447-40-7,Potassium chloride,20,1267,1.0539827145600968,2.3532469160449607,0.7898965477511121,0.5715128981976828,0.4260753561179206,0.7226535058061552,0.2965781496882346
141-43-5,Ethanolamine,3,1267,,,,-0.1739737937887164,-0.321470856388881,-0.011599497723724516,0.30987135866515647
1929-73-3,"2,4-D-Butotyl",17,1267,-0.4154708711217704,0.13498780252614162,0.3346551113293389,-1.6326769545437456,-1.7700243611432873,-1.505298454699009,0.2647259064442784
108-67-8,"1,3,5-Trimethylbenzene",3,1267,,,,-1.0888563871134214,-1.2326996024814225,-0.9554644857408705,0.277235116740552
5015-75-8,"Benzenesulfonic acid, 4-bromo-, sodium salt",1,1267,,,,-0.9657541948426548,-1.1518873735287285,-0.7890223892304886,0.3628649842982399
91-65-6,"N,N-Diethylcyclohexylamine",2,1267,,,,-1.3488272835783346,-1.5188348244314258,-1.1950214543027213,0.3238133701287045
8068-17-5,Bronate,1,1267,,,,-3.0687111462291656,-3.2212081816286764,-2.918155517406407,0.3030526642222693
2569-01-9,"2,4-D, triethanolamine salt (1:1)",2,1267,,,,-1.0039730177128092,-1.1673339362106527,-0.8493870517222093,0.31794688448844344
7446-08-4,Selenium dioxide,6,1267,0.2617244335510893,0.9815584424446596,0.43762800354928305,-1.138197463569091,-1.2678456169343177,-1.0082612994285962,0.25958431750572153
841-06-5,Methoprotryne,4,1267,,,,-1.546402839240875,-1.688521690963406,-1.3992667440223958,0.28925494694101017
6515-38-4,"3,5,6-Trichloro-2-pyridinol",7,1267,-2.736199493035738,-0.4269254153297573,1.4039389522981,-2.601663690029582,-2.745312565500348,-2.471153328750148,0.27415923675019993
1191-50-0,Sodium myristyl sulfate,2,1267,,,,-2.107433308688168,-2.2604808332505297,-1.9534175985333282,0.30706323471720154
688-73-3,Tributyltin,1,1267,,,,-8.362867361605819,-8.908653730628332,-7.835083435734519,1.0735702948938135
937-20-2,"2,4'-Dichloroacetophenone",1,1267,,,,-1.7284885906580132,-1.8908107962775953,-1.5635630152489124,0.3272477810286829
3653-48-3,MCPA-sodium,1,1267,,,,-0.423360704640691,-0.5790047892725803,-0.2783722694498916,0.3006325198226887
120-83-2,"2,4-Dichlorophenol",11,1267,-1.2314751032678977,0.2817483822305607,0.9199745562181273,-1.4180507395566044,-1.5484277494299556,-1.284558230319467,0.2638695191104887
1114-71-2,Pebulate,5,1267,0.5613834315985989,0.7113073905540606,0.09114729511423253,-1.3628860096329434,-1.5077881658315944,-1.2337972478346746,0.27399091799691977
1918-16-7,Propachlor,1,1267,,,,-1.9450224693863998,-2.0838880915494458,-1.8123451728684175,0.2715429186810283
133-07-3,Folpet,5,1267,-1.0923340633990335,-0.3066497192109121,0.47766216477528606,-2.3503223283631938,-2.4881914458766903,-2.2259679075364636,0.2622235383402267
4376-20-9,MEHP,1,1267,,,,-2.0952071208643037,-2.2822448676105087,-1.9245529346097574,0.3576919330007513
81334-34-1,Imazapyr,1,1267,,,,-2.0266761261889084,-2.1831323731028034,-1.8750791330470713,0.3080532400557321
75-05-8,Acetonitrile,5,1267,2.6773385872660653,3.2747403994203466,0.3631945130956665,0.5474938614690972,0.3777476242853498,0.7198194014646038,0.34207177717925397
109-46-6,"N,N'-Dibutylthiourea",1,1267,,,,-1.8819699816645432,-2.0749059468628785,-1.6951152559215537,0.3797906909413249
99-51-4,"1,2-Dimethyl-4-nitrobenzene",1,1267,,,,-1.9029049364395414,-2.104321977818718,-1.7155372213445088,0.3887847564742093
6876-23-9,"1,trans-2-Dimethylcyclohexane",1,1267,,,,-2.198330144488133,-2.428744958636261,-1.9945206744070387,0.4342242842292223
619-72-7,"Benzonitrile, 4-nitro-",1,1267,,,,-1.5348802427657622,-1.721406859151497,-1.3582520919357026,0.3631547672157944
2835-99-6,4-Amino-m-cresol,1,1267,,,,-4.043128869385832,-4.375594867070498,-3.7338209740957824,0.6417738929747152
303-07-1,"2,6-Resorcylic acid",2,1267,,,,-1.5990220544313418,-1.782564220084999,-1.4150512017808472,0.36751301830415173
1314-87-0,Lead(II) sulfide,1,1267,,,,-0.4250084124425821,-0.6008813382518087,-0.24764706523253807,0.3532342730192706
1313-84-4,Sodium sulfide nonahydrate,1,1267,,,,-2.8378909982430707,-3.044642015060568,-2.622110379275467,0.4225316357851008
7664-41-7,Ammonia,12,1267,-0.31577471524344847,1.0713312503515358,0.8433005483690417,-1.1029906155993427,-1.3072972456040048,-0.8991825409939047,0.40811470461010013
55285-14-8,Carbosulfan,6,1267,-1.2679306998370021,-0.7035877891693928,0.34309612808134615,-2.7955406217515346,-2.9435311923655316,-2.662103102290551,0.2814280900749808
68157-60-8,Forchlorfenuron,1,1267,,,,-2.159237540377277,-2.346151013151196,-1.9791076374256855,0.3670433757255105
67-45-8,Furazolidone,1,1267,,,,-2.522906732808496,-2.704407012041635,-2.3462089394564822,0.3581980725851528
129558-76-5,Tolfenpyrad,1,1267,,,,-4.260714148506575,-4.431912403919494,-4.104825221907418,0.3270871820120762
307-24-4,PFHxA,1,1267,,,,-1.6407474180572459,-1.863595583866242,-1.4438466622979895,0.4197489215682524
112410-23-8,Tebufenozide,2,1267,,,,-2.436379502633348,-2.5985193044981103,-2.2841912746810227,0.31432802981708763
127-79-7,Sulfamerazine,1,1267,,,,-2.2670576263715736,-2.5051970297945143,-2.045543152204627,0.4596538775898873
119-32-4,4-Methyl-3-nitroaniline,1,1267,,,,-1.1720652675394403,-1.3226634461174587,-1.0217487310402344,0.3009147150772242
32426-11-2,Octyl decyl dimethyl ammonium chloride,1,1267,,,,-4.209718497658832,-4.487531597001602,-3.9403164757784808,0.5472151212231209
2539-17-5,"3,4,5,6-Tetrachloroguaiacol",1,1267,,,,-2.467219350654385,-2.631785791393463,-2.312000684869303,0.31978510652416015
470-90-6,Chlorfenvinphos,10,1267,-2.900556622826604,-1.0713711302193771,1.112065817064458,-3.3332923883205643,-3.504117034505886,-3.17338467415113,0.33073236035475606
129-44-2,"9,10-Anthracenedione, 1,5-diamino-",1,1267,,,,-3.092086880737792,-3.332647907169213,-2.868125983003551,0.4645219241656622
107-95-9,beta-Alanine,1,1267,,,,-2.191718683739289,-2.458962815184331,-1.9310228277405022,0.5279399874438286
107-87-9,2-Pentanone,1,1267,,,,-1.4555481296257353,-1.6849179053762071,-1.225903383384781,0.4590145219914261
1014-70-6,Simetryn,6,1267,0.611144252908491,1.144015436119859,0.323962676362259,-1.8739744956784399,-2.0058160680463772,-1.7415017224676737,0.2643143455787036
133-32-4,Indole-3-butyric acid,1,1267,,,,-2.2371490028788714,-2.4473796775455647,-2.0377746861258927,0.409604991419672
60-51-5,Dimethoate,21,1267,-2.2972242971559886,0.1780421608575982,1.504855153951406,-1.9818989975723271,-2.1328642899133436,-1.8355420120229016,0.2973222778904421
552-89-6,2-Nitrobenzaldehyde,1,1267,,,,-1.1522899388511858,-1.2947818821250525,-1.0080175456837663,0.2867643364412862
1317-36-8,Lead monoxide,1,1267,,,,-0.7496420943477253,-0.9371326699496113,-0.5584541123178829,0.3786785576317284
27854-31-5,"Decanoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-",1,1267,,,,-2.664019492847672,-2.836625618614632,-2.4860739291294283,0.3505516894852039
115-86-6,Triphenyl phosphate,6,1267,-0.5560948524882209,-0.048190626580788216,0.30878384409728216,-2.180879661276281,-2.3194153698831275,-2.0448341733777107,0.2745811965054168
302-01-2,Hydrazine,6,1267,-1.6936644290003406,-0.5168871137015342,0.7154298084746991,-2.0976395033004955,-2.2436148278685737,-1.9407344727303288,0.30288035513824485
97553-90-7,"Methanol, (((1-methyl-2-(5-methyl-3-oxazolidinyl)ethoxy)methoxy)methoxy)-",1,1267,,,,-1.5836141028529898,-1.7869076141883862,-1.3858479588829187,0.4010596553054675
1317-38-0,Cupric oxide,3,1267,,,,-1.4595998661258165,-1.6559807808169698,-1.270841343445148,0.38513943737182177
350-46-9,1-Fluoro-4-nitrobenzene,1,1267,,,,-1.51445549181335,-1.686727241590708,-1.348763295735124,0.33796394585558387
79-94-7,"3,3',5,5'-Tetrabromobisphenol A",5,1267,-1.3216965852636893,-0.5487955393804208,0.4698904712364847,-2.76653551125414,-2.952750426765247,-2.601535953534518,0.35121447323072896
110-12-3,5-Methyl-2-hexanone,1,1267,,,,-0.9076870777698285,-1.0889988558337993,-0.738486770208358,0.35051208562544134
2593-15-9,Etridiazole,1,1267,,,,-1.7460921884669516,-1.894908990580802,-1.597728700974754,0.29718028960604803
81741-28-8,Tributyltetradecylphosphonium chloride,1,1267,,,,-3.425766433852756,-3.607717600019977,-3.267464715707948,0.34025288431202894
118-61-6,Ethyl salicylate,2,1267,,,,-1.1059487650417488,-1.2380248038965738,-0.9711283579131097,0.26689644598346407
41198-08-7,Profenofos,11,1267,-4.0208316376829485,-1.567563035205958,1.491481407390524,-3.482123649562125,-3.6167274555599884,-3.3478001162584974,0.26892733930149104
13389-42-9,(2E)-2-Octene,4,1267,,,,-1.2282970668696591,-1.3615583087953358,-1.0914514856707738,0.270106823124562
25875-51-8,Robenidine,4,1267,,,,-3.2270356149299175,-3.4011443631029405,-3.069392359650224,0.3317520034527166
617-51-6,Isopropyl lactate,1,1267,,,,-1.772596146296234,-2.000878638607025,-1.5463750751326393,0.4545035634743859
50-63-5,Chloroquine bis(phosphate),2,1267,,,,-1.7630624148785947,-1.9279961669710282,-1.5995649653994033,0.32843120157162486
107-05-1,Allyl chloride,5,1267,1.0880611480552695,1.418936353251888,0.20115784150949265,-0.9231120983262247,-1.0745550688360561,-0.7764447426943257,0.2981103261417304
107-49-3,Tetraethyl pyrophosphate,7,1267,-1.1727467931008853,0.0018854872912837165,0.7141257198485197,-2.3927718620505054,-2.5210766986604742,-2.263712463985892,0.25736423467458236
95-75-0,"3,4-Dichlorotoluene",1,1267,,,,-2.004366389462939,-2.1683840837487973,-1.8433945044902733,0.324989579258524
618-85-9,"3,5-Dinitrotoluene",1,1267,,,,-1.3691640876911588,-1.5327524356367246,-1.2090355377282849,0.3237168979084397
94-13-3,Propylparaben,2,1267,,,,-1.5435498748970466,-1.7135634292159527,-1.3878287951179573,0.3257346340979954
56715-13-0,R-(+)-Atenolol,1,1267,,,,-2.95277022734759,-3.247875499497934,-2.6904029328066006,0.5574725666913336
59-06-3,Ethopabate,2,1267,,,,-1.8692575831750546,-2.0609575396173643,-1.6801582916381699,0.3807992479791944
99-61-6,3-Nitrobenzaldehyde,1,1267,,,,-1.7346468803800124,-1.8947499785278803,-1.569302304966094,0.3254476735617864
1121-60-4,2-Pyridinecarboxaldehyde,1,1267,,,,-1.3671486849047658,-1.5495594830610369,-1.181850481232331,0.3677090018287059
3337-71-1,Asulam,1,1267,,,,-1.8283206661367069,-2.015094987368544,-1.6483375651707406,0.3667574221978036
149979-41-9,Tepraloxydim,1,1267,,,,-1.9683640910147568,-2.149681265987739,-1.7984609330016241,0.351220332986115
225789-38-8,Aluminum diethylphosphinate,1,1267,,,,-3.1369175595599064,-3.3870519925038036,-2.912656164517514,0.47439582798628965
543-82-8,2-Amino-6-methylheptane,1,1267,,,,-3.0362644316569884,-3.3177917000289425,-2.759827278938649,0.5579644210902934
138261-41-3,Imidacloprid,18,1267,-2.223691915213484,-0.025718062659887717,1.3362732200233898,-2.459389467735727,-2.620812930624582,-2.2963134756025285,0.3244994550220537
7775-27-1,Sodium persulfate,5,1267,1.7193904154797002,2.4855594599210002,0.4657977049674001,-0.7334835646207634,-0.9242832879809054,-0.5529246708808783,0.37135861710002716
29587-92-6,"cis-1,2-Epoxycyclododecane",1,1267,,,,-2.6087201209141613,-2.8628999499291132,-2.378364401748846,0.4845355481802671
74-11-3,4-Chlorobenzoic acid,1,1267,,,,-1.710842718342172,-1.8837625185231874,-1.5386181502320295,0.3451443682911579
327-98-0,Trichloronat,2,1267,,,,-2.702935934874022,-2.861306230647769,-2.549656807703181,0.31164942294458786
7647-01-0,Hydrochloric acid,3,1267,,,,-0.8410069937606586,-1.024646673241766,-0.6478690459541494,0.37677762728761666
108-87-2,Methylcyclohexane,1,1267,,,,-0.6699114385907885,-0.8127496964811146,-0.5344905409834124,0.2782591554977022
55406-53-6,3-Iodo-2-propynyl-N-butylcarbamate,4,1267,,,,-2.161747647434156,-2.2988188099997484,-2.038848842533164,0.2599699674665845
530-57-4,Syringic acid,2,1267,,,,-1.1854565904915897,-1.367183436759494,-1.0127514560187612,0.3544319807407328
25319-82-8,"S-Ethyl (2,4-dichlorophenoxy)ethanethioate",1,1267,,,,-3.5490748418252265,-3.815137960406666,-3.315495819372566,0.4996421410341001
361377-29-9,Fluoxastrobin,4,1267,,,,-2.589750413693425,-2.75815148812542,-2.4475024013500635,0.3106490867753564
141-53-7,Sodium formate,1,1267,,,,0.051112874462185265,-0.13258635023654186,0.23421775527235777,0.36680410550889964
7681-82-5,Sodium iodide,1,1267,,,,-0.6391053877416679,-0.8035924025735034,-0.46358167440734055,0.34001072816616285
1689-84-5,Bromoxynil,1,1267,,,,-1.0291545774698587,-1.1746941885115965,-0.8979370501949782,0.2767571383166183
118-55-8,Phenyl salicylate,2,1267,,,,-2.057043263320312,-2.1969180723988817,-1.9115899997326817,0.28532807266619997
79-09-4,Propionic acid,2,1267,,,,-0.4214205045006527,-0.5791607141928217,-0.26308178238125973,0.31607893181156194
115-96-8,Tris(2-chloroethyl) phosphate,1,1267,,,,-1.0300291208117125,-1.1917971753233436,-0.8745989664373275,0.31719820888601613
10025-73-7,Chromium chloride (CrCl3),8,1267,0.3019897013125179,1.6609160903084772,0.8261685822552834,-1.3160043460087034,-1.4849286853536696,-1.1457584953549051,0.33917018999876447
84-66-2,Diethyl phthalate,11,1267,0.8727596924511061,1.3095753343192358,0.265565053759654,-0.8366692507519559,-0.9743937480467083,-0.7054834389541945,0.2689103090925138
556-61-6,Methyl isothiocyanate,1,1267,,,,-2.3940233270163733,-2.5435516725111658,-2.2503561099366567,0.29319556257450907
11141-17-6,Azadirachtin,4,1267,,,,-2.6921510705065135,-2.8656487637275743,-2.530213573093495,0.3354351906340791
71-23-8,1-Propanol,11,1267,2.997875082344178,3.3876780293393938,0.2369833647250825,0.9442275449444739,0.7936567697417038,1.0927041720770918,0.29904740233538796
57057-83-7,"3,4,5-Trichloro-2-methoxyphenol",1,1267,,,,-2.244100753556535,-2.3984653409826,-2.089062832551384,0.30940250843121575
94-11-1,"2,4-D isopropyl ester",2,1267,,,,-2.1262957117345764,-2.2738180051753214,-1.98894309902501,0.2848749061503113
10187-52-7,Monosodium dichlorophene,1,1267,,,,-2.090362948286095,-2.256312241605272,-1.9274598780505912,0.32885236355468095
533-74-4,Dazomet,4,1267,,,,-1.9346475515245154,-2.084255603195726,-1.7852972142059906,0.29895838898973537
