CAS,chemical_name,n_species_observed,n_species_predicted,hc5_traditional,hc5_trad_mu,hc5_trad_sigma,hc5_mc_median,hc5_mc_lower_95,hc5_mc_upper_95,hc5_mc_ci_width
107-21-1,Ethylene glycol,4,1267,,,,1.4905718148639586,1.325733120802271,1.6507098324392473,0.3249767116369764
68-22-4,Norethindrone,1,1267,,,,-3.081253867048936,-3.33351076831437,-2.8497974751324797,0.48371329318189016
102-08-9,Thiocarbanilide,1,1267,,,,-1.9764748183014715,-2.170469010148542,-1.8035506154723382,0.366918394676204
2275-14-1,Phenkapton,3,1267,,,,-2.938315195806724,-3.136223514026079,-2.757945373168869,0.3782781408572098
635-12-1,"1,4-Anthraquinone",1,1267,,,,-3.561719453105919,-3.824136955529192,-3.312834115559272,0.51130283996992
106-89-8,Epichlorohydrin,4,1267,,,,-1.0719492369330852,-1.21050840431784,-0.934898817794638,0.275609586523202
19549-98-5,"3,6-Dimethyl-1-heptyn-3-ol",1,1267,,,,-1.1974866312054928,-1.353895809068708,-1.0306401453185001,0.323255663750208
68694-11-1,Triflumizole,1,1267,,,,-2.205752924878574,-2.3593119631839063,-2.064563733847582,0.2947482293363244
93-76-5,"2,4,5-Trichlorophenoxyacetic acid",12,1267,-0.46513276226398637,0.8987662233794081,0.8291917063594333,-1.2849692071755348,-1.434762110282136,-1.1424463357019685,0.29231577458016744
86-74-8,Carbazole,1,1267,,,,-2.5316408388863363,-2.7373842007529965,-2.3422728857518402,0.39511131500115626
130-15-4,"1,4-Naphthoquinone",1,1267,,,,-5.32825552444805,-5.778124744437141,-4.91464378349205,0.8634809609450915
75-07-0,Acetaldehyde,3,1267,,,,-0.9284039100253577,-1.0990313219669108,-0.7560523557267542,0.34297896624015656
2051-62-9,4-Chlorobiphenyl,1,1267,,,,-2.1069737711731134,-2.257665619201133,-1.9563951580281285,0.3012704611730044
78-34-2,Dioxathion,18,1267,-3.0275984967052354,-1.1638005149350965,1.1331087163205222,-3.0066316602767458,-3.1754043289835585,-2.8579018731076125,0.31750245587594605
7727-73-3,Sodium sulfate [USP],1,1267,,,,-0.6328310129373205,-0.9052059850041837,-0.39077782411322165,0.514428160890962
111-70-6,1-Heptanol,10,1267,1.1513060352193445,1.5001196150851626,0.21206359894302548,-0.5289745316469623,-0.6721136127712259,-0.39154939759503277,0.2805642151761932
1982-42-9,"Acetamide, 2-(2,4-dichlorophenoxy)-",1,1267,,,,-2.372619996932837,-2.5820337036037215,-2.1914664543044067,0.39056724929931486
1333-73-9,Sodium borate,4,1267,,,,-1.0686946639663624,-1.2935064724742062,-0.8510920347382351,0.4424144377359711
19078-35-4,"4,10,11,11-Tetramethyltricyclo[5.3.1.01,5]undecane",1,1267,,,,-3.9275345682196114,-4.203785674619694,-3.6561131795647186,0.5476724950549756
87-61-6,"1,2,3-Trichlorobenzene",4,1267,,,,-1.8380858850172088,-1.9728264324184692,-1.7162334204277416,0.2565930119907276
109-60-4,Propyl acetate,2,1267,,,,-0.614001365849049,-0.7601643838977943,-0.4549921803127175,0.3051722035850768
57-06-7,Allyl isothiocyanate,2,1267,,,,-3.09535605432253,-3.325429144867005,-2.872498095257375,0.4529310496096297
81510-83-0,"2-(4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3-pyridinecarboxylic acid with 2-propanamine (1:1)",3,1267,,,,-1.6276388714364263,-1.804353951160232,-1.4653015917310708,0.33905235942916123
133-06-2,Captan,15,1267,-1.4330256918233357,-0.5281852815452206,0.550103909218428,-2.0480093677012343,-2.1845894342706713,-1.9286360671168516,0.25595336715381967
97-99-4,Tetrahydrofurfuryl alcohol,1,1267,,,,-1.2161937894847883,-1.4211746809773198,-1.0007565032193595,0.4204181777579603
141-90-2,Thiouracil,1,1267,,,,-2.161668296826846,-2.3900017288044344,-1.9464615452712846,0.44354018353314983
7398-69-8,Dimethyldiallylammonium chloride,2,1267,,,,-2.4682153713033506,-2.6826969552919744,-2.260718871233674,0.4219780840583005
613-12-7,2-Methylanthracene,1,1267,,,,-3.14566672873086,-3.374959054213116,-2.9274374438890676,0.44752161032404825
120-93-4,Ethylene urea,1,1267,,,,-1.0179152086566907,-1.256770404563951,-0.7824021910766881,0.4743682134872629
960003-92-3,"S-[(2R)-Butan-2-yl] O-ethyl (S)-(2-oxo-1,3-thiazolidin-3-yl)phosphonothioate",1,1267,,,,-3.1413477895030333,-3.3551457319622635,-2.928253478599406,0.4268922533628574
54135-80-7,"2,3,4-Trichloroanisole",1,1267,,,,-2.6782346487283544,-2.8769647113875743,-2.4894575388838787,0.3875071725036956
14437-17-3,Chlorfenprop-methyl,7,1267,-3.644876675842762,-2.0961342669272036,0.9415685283717042,-3.8672728537683767,-4.058624516498291,-3.6791369135875485,0.3794876029107428
598-52-7,N-Methylthiourea,1,1267,,,,-1.8174299186805385,-2.044215324795261,-1.5912054547016627,0.45300987009359805
7447-41-8,Lithium chloride,2,1267,,,,-0.8084971814137916,-0.9832488151134745,-0.6219971153271968,0.3612516997862777
149877-41-8,Bifenazate,2,1267,,,,-2.3583614483635555,-2.511142717624457,-2.2032102486887584,0.3079324689356988
136-45-8,"Dipropyl 2,5-pyridinedicarboxylate",1,1267,,,,-2.489591385231964,-2.6756293101757205,-2.3172118354620515,0.358417474713669
57-14-7,"1,1-Dimethylhydrazine",5,1267,0.4481765602758119,1.0389476078121334,0.35916329444537903,-0.9850305412480131,-1.137465367890385,-0.8376388248485523,0.29982654304183265
70887-84-2,"3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Hexadecafluorodec-2-enoic acid",1,1267,,,,-2.2686080653602305,-2.4554775307622987,-2.077410591988973,0.37806693877332576
93-72-1,"2-(2,4,5-Trichlorophenoxy)propionic acid",5,1267,-0.38431027244684113,0.79963374753174,0.7197868555470622,-1.4600785238482006,-1.6094654271751425,-1.3073800683339092,0.30208535884123333
112-29-8,1-Bromodecane,2,1267,,,,-2.3752603111214254,-2.540744256237678,-2.2037803345752898,0.3369639216623881
4901-51-3,"2,3,4,5-Tetrachlorophenol",2,1267,,,,-2.052010407877564,-2.189990054278208,-1.9300863145967992,0.2599037396814088
1984-65-2,"2,6-Dichloroanisole",1,1267,,,,-2.28413086178944,-2.4866176581901076,-2.0952830755915484,0.39133458259855924
298-00-0,Methyl parathion,49,1267,-2.6933835546700373,-0.1819807761110596,1.5268244769071297,-3.1506367593043745,-3.285055587785213,-3.015133376541417,0.26992221124379556
1344-57-6,Uranium oxide (UO2),1,1267,,,,-3.3651781313266493,-3.632543200220031,-3.0906279147168187,0.5419152855032121
38260-54-7,Etrimfos,2,1267,,,,-1.987489032393745,-2.1398962239676607,-1.8469030257829318,0.2929931981847289
738-70-5,Trimethoprim,2,1267,,,,-0.6734039299366266,-0.8193262853364586,-0.5316336807431568,0.2876926045933018
123-92-2,3-Methylbutyl acetate,1,1267,,,,-1.5124931669162764,-1.6894486723268,-1.3339542864706377,0.35549438585616233
112-20-9,Nonylamine,2,1267,,,,-2.056464850001012,-2.22877106950569,-1.893683489063897,0.3350875804417932
591-78-6,2-Hexanone,1,1267,,,,-1.4725754318559265,-1.6946321529414496,-1.26481472996963,0.4298174229718197
2921-88-2,Chlorpyrifos,64,1267,-4.376589888953087,-1.9269103431883021,1.48929941584222,-4.0677241307587435,-4.21378155581657,-3.9313137670146725,0.28246778880189716
59865-13-3,Cyclosporin A,1,1267,,,,-3.3689341202090697,-3.634054231390362,-3.1117125660568714,0.5223416653334905
108-42-9,3-Chloroaniline,3,1267,,,,-1.2790087170174886,-1.4344574992398,-1.1241512155536693,0.3103062836861308
81-19-6,"alpha,alpha-2,6-Tetrachlorotoluene",1,1267,,,,-2.2987871860092675,-2.46085081249939,-2.147365379787463,0.3134854327119272
3060-89-7,Metobromuron,4,1267,,,,-1.3930688414519294,-1.544880017428779,-1.2495367164980624,0.2953433009307165
606-34-8,"Benzaldehyde, 2,4,6-trinitro-",1,1267,,,,-2.5581657191506775,-2.7545620692049675,-2.3652518551071937,0.3893102140977738
95-15-8,Benzothiophene,1,1267,,,,-1.6090844316656951,-1.8015787929893483,-1.4307588499838853,0.37081994300546306
624-92-0,Methyl disulfide,1,1267,,,,-1.4199549296469365,-1.5678433880429778,-1.2781322206702694,0.2897111673727084
3251-23-8,Copper nitrate,15,1267,-1.6105702748418054,-0.40178311169102987,0.7348904141647599,-2.297447346145409,-2.4062645018719646,-2.1836887278282573,0.22257577404370732
7673-09-8,Trichloromelamine,1,1267,,,,-1.6797052223436038,-1.8211535910961243,-1.5296266112912242,0.29152697980490005
683-18-1,Dibutyltin dichloride,1,1267,,,,-3.249549714007083,-3.4795689575444486,-3.020747029950088,0.4588219275943608
6317-18-6,Methylene bis(thiocyanate),4,1267,,,,-2.194926018064445,-2.3169605717238886,-2.0617659598805234,0.2551946118433652
3252-43-5,Dibromoacetonitrile,1,1267,,,,-2.300661012837189,-2.471612182801584,-2.1375547722194583,0.3340574105821257
120116-88-3,Cyazofamid,1,1267,,,,-2.8662304272236265,-3.0342932638501536,-2.709851246698196,0.32444201715195753
3126-90-7,Dibutyl isophthlate,1,1267,,,,-2.4651916390031237,-2.6286889538306197,-2.3102499593376153,0.3184389944930044
118-44-5,"1-Naphthalenamine, N-ethyl-",2,1267,,,,-2.605190353584161,-2.8155326530931677,-2.404021645661521,0.4115110074316468
50-78-2,Aspirin,3,1267,,,,-0.425322463298818,-0.5878171438211837,-0.27343077813070066,0.314386365690483
123-05-7,2-Ethylhexanal,3,1267,,,,-1.2216093015158933,-1.3675124290202902,-1.0779454010355753,0.2895670279847149
111-13-7,2-Octanone,1,1267,,,,-0.8725779982658624,-1.0144182533107873,-0.7341842846317977,0.28023396867898953
28159-98-0,Cybutryne,4,1267,,,,-3.3362909200321753,-3.5068945316942846,-3.166113157736968,0.34078137395731645
77-09-8,Phenolphthalein,1,1267,,,,-2.1317023631359118,-2.3015084208822483,-1.9758543902038115,0.3256540306784368
529-69-1,Isoxanthopterin,1,1267,,,,-2.1101052554720017,-2.327532104373392,-1.9005024306599423,0.4270296737134496
83121-18-0,Teflubenzuron,2,1267,,,,-3.4126962972327073,-3.6019010273065457,-3.2464931678718867,0.355407859434659
2634-33-5,"1,2-Benzisothiazolin-3-one",2,1267,,,,-1.4133913057544212,-1.5594808911279572,-1.2739292884770497,0.2855516026509075
100-44-7,Benzyl chloride,3,1267,,,,-1.3476208108520327,-1.4872261225686747,-1.2126166754043544,0.27460944716432034
105-54-4,Ethyl butyrate,1,1267,,,,-1.1870404570893638,-1.3653070926031325,-1.0110239363624385,0.35428315624069406
108-38-3,m-Xylene,4,1267,,,,-1.0825560616604757,-1.2168694810191543,-0.9522189629300983,0.26465051808905593
120068-37-3,Fipronil,12,1267,-3.247499958746988,-2.2018794890355213,0.635692108147879,-3.568999632651514,-3.6998427296302063,-3.448032143626169,0.25181058600403716
67-56-1,Methanol,11,1267,1.7384858454894645,3.5877377883732846,1.1242653526023307,0.7631067840132981,0.5672373279659662,0.9577378587151486,0.39050053074918245
36335-67-8,Butamiphos,1,1267,,,,-2.445940617793279,-2.628669837284456,-2.2717305082820234,0.3569393290024325
100-09-4,"Benzoic acid, 4-methoxy-",1,1267,,,,-2.6351934796691623,-2.9146809583769784,-2.3848855003699105,0.5297954580070678
2487-90-3,Trimethoxysilane,1,1267,,,,-0.43383652124949357,-0.5894807341508387,-0.2619584304696024,0.3275223036812363
57966-95-7,Cymoxanil,1,1267,,,,-1.3704725306325494,-1.5210293914903334,-1.2226675738420383,0.29836181764829517
67306-00-7,Fenpropidin,1,1267,,,,-3.0904917041088256,-3.3064848155370874,-2.874729332474986,0.4317554830621013
4104-75-0,1-Methyl-1-phenylthiourea,1,1267,,,,-2.748445586853805,-3.0070935540470805,-2.4947102327600055,0.512383321287075
4200-95-7,Heptadecylamine,2,1267,,,,-3.1056358035619227,-3.303772664756532,-2.9208478282872874,0.3829248364692446
19750-95-9,Chlordimeform hydrochloride,1,1267,,,,-3.7894263352980797,-4.095530486237487,-3.5027029435562387,0.5928275426812482
85-01-8,Phenanthrene,7,1267,-0.7266571695388633,-0.5118729656916531,0.13057952411564147,-2.0065321975640185,-2.139814336839812,-1.8808870373795268,0.25892729946028514
1421-14-3,Propanidid,1,1267,,,,-2.7863835377730526,-3.013532601133167,-2.5807273670496427,0.4328052340835242
78246-49-8,Paroxetine hydrochloride [USP],2,1267,,,,-2.7107670666450474,-2.9033408845214006,-2.5377265041529777,0.36561438036842286
7727-54-0,Diammonium peroxydisulfate,6,1267,1.648674772317436,2.168657691745019,0.3161271683434261,-0.7446584371737724,-0.9255544569389909,-0.5722885572818224,0.3532658996571685
10141-05-6,Cobalt(II) nitrate,4,1267,,,,-1.1406708417095737,-1.2922194593023697,-0.9887171901056877,0.303502269196682
67485-29-4,Hydramethylnon,5,1267,-4.767205447342908,-2.6786907599726675,1.2697267727348103,-3.4250940665960536,-3.5770785117570663,-3.2683048612146703,0.3087736505423959
13684-56-5,Desmedipham,1,1267,,,,-2.5184247416066885,-2.70122214008416,-2.352829730207899,0.34839240987626097
107-18-6,Allyl alcohol,1,1267,,,,-1.9393176806060466,-2.0812210548517975,-1.800376589377372,0.28084446547442554
143-08-8,1-Nonanol,1,1267,,,,-1.3958315953711713,-1.541241127673502,-1.2516930573476865,0.28954807032581553
71-55-6,"1,1,1-Trichloroethane",8,1267,1.255370247328636,1.6064343796597607,0.21343183768988466,-0.43691665336997315,-0.5686095567589043,-0.3009857564780933,0.26762380028081106
500-28-7,Chlorthion,5,1267,-0.2293084029727195,0.16860821896559183,0.24191612883864883,-2.1099534051938735,-2.252710204893656,-1.9722366252109824,0.2804735796826734
75-86-5,2-Hydroxy-2-methylpropanenitrile,1,1267,,,,-2.204274120403069,-2.3881923780971013,-2.0226128863073076,0.36557949178979365
7281-04-1,Benzyldodecyldimethylammonium bromide,3,1267,,,,-2.606372861303376,-2.7693693830617514,-2.443674436869277,0.3256949461924745
88-45-9,"Benzenesulfonic acid, 2,5-diamino-",1,1267,,,,-2.494326855656393,-2.745640395291784,-2.253574014689749,0.4920663806020351
17924-92-4,Zearalenone,1,1267,,,,-2.844351724495758,-3.0568980543331694,-2.628950828526188,0.4279472258069812
14986-84-6,Hexasodium tetraphosphate,1,1267,,,,-2.5446976724930535,-2.866078738556884,-2.245315723265497,0.620763015291387
98-09-9,Benzenesulfonyl chloride,1,1267,,,,-2.1453924778772233,-2.355953031189783,-1.9463059432035041,0.409647087986279
82657-04-3,Bifenthrin,5,1267,-4.629541501908564,-2.95073053286233,1.0206445981200754,-4.8317570355769215,-4.972629572468955,-4.699326194441115,0.27330337802784044
732-11-6,Phosmet,16,1267,-2.4578474914886357,-0.7101319784427504,1.0625355863944281,-2.886349496999407,-3.0223685136352336,-2.747089192365387,0.27527932126984656
106-43-4,4-Chlorotoluene,2,1267,,,,-1.49490690226719,-1.650355965275638,-1.3508851019000998,0.2994708633755383
13171-00-1,"1-(6-tert-Butyl-1,1-dimethyl-2,3-dihydro-1H-inden-4-yl)ethanone",1,1267,,,,-2.464055874502698,-2.6597548971074034,-2.290235783263445,0.36951911384395864
95-70-5,"2-Methyl-1,4-benzenediamine",1,1267,,,,-1.6475351042699984,-1.825436356550807,-1.4668120515319485,0.35862430501885845
2008-39-1,"2,4-D, Dimethylamine salt",12,1267,1.14194052780692,2.253022338600824,0.6754897776850532,-0.4228580621342577,-0.5697149099344225,-0.27179933891703195,0.2979155710173906
874967-67-6,Sedaxane,1,1267,,,,-2.0548598991781315,-2.21738427188461,-1.9219480472052402,0.2954362246793698
98-54-4,4-tert-Butylphenol,2,1267,,,,-1.1417689852495236,-1.2678887786968778,-1.017788866409961,0.25009991228691675
107-02-8,Acrolein,13,1267,-1.6666118511483066,-0.8355852172734596,0.5052283195648534,-2.7349697022241917,-2.8608114272052547,-2.593139431318718,0.2676719958865368
101-84-8,Diphenyl oxide,4,1267,,,,-1.601575489192133,-1.7305115629299002,-1.473997253747239,0.25651430918266116
1113-02-6,Omethoate,4,1267,,,,-1.695704290367246,-1.8380436839420322,-1.5533649584979154,0.28467872544411676
35572-78-2,"2-Amino-4,6-dinitrotoluene",1,1267,,,,-1.4385945274559029,-1.5887793130472014,-1.2995530562504998,0.28922625679670166
31502-57-5,2-chloroethyl-N-cyclohexyl carbamate,1,1267,,,,-1.537782838138374,-1.707322088138866,-1.364244837381185,0.3430772507576809
127-18-4,Tetrachloroethylene,12,1267,-0.31416167243450255,0.5769684254701842,0.5417686311433578,-1.13119653313692,-1.2712503004654496,-0.9965092587503682,0.2747410417150814
131860-33-8,Azoxystrobin,3,1267,,,,-2.6505329850941686,-2.8144930371319274,-2.4977561316230408,0.31673690550888667
106-42-3,para-Xylene,2,1267,,,,-1.151090540412731,-1.2829441076016566,-1.0039175377210372,0.27902656988061936
33125-97-2,Etomidate,3,1267,,,,-2.0819683029546194,-2.199927457557692,-1.9532520513959066,0.2466754061617853
24307-26-4,Mepiquat chloride,1,1267,,,,-0.8246074129694899,-0.996185413334373,-0.6461240053573308,0.3500614079770422
123312-89-0,Pymetrozine,1,1267,,,,-1.5695184970395597,-1.7636490061287307,-1.3882866624961243,0.37536234363260634
14338-32-0,2-Chloro-1-methylpyridinium iodide,1,1267,,,,-1.4930666982595782,-1.6896377448132933,-1.3051491333188763,0.38448861149441704
78-76-2,2-Bromobutane,1,1267,,,,-2.0853587678906105,-2.325164827411504,-1.8658664512692054,0.45929837614229885
14698-29-4,Oxolinic acid,2,1267,,,,-1.550862952709909,-1.7113476988067535,-1.392170733290892,0.3191769655158616
17109-49-8,Edifenphos,3,1267,,,,-2.4531362824224807,-2.6218212001270205,-2.2943824639437076,0.3274387361833129
6452-73-9,Oxprenolol hydrochloride,1,1267,,,,-3.016993883276185,-3.2608316859479762,-2.7948482031390247,0.4659834828089515
